id,external_id,source,incident_type,summary,location_name,latitude,longitude,occurred_at,url,severity,created_at,updated_at
59caa751-994c-4816-9111-90723ce35b6f,608094,polisen,Sammanfattning natt,Här kommer ett urval av nattens händelser i polisområdet.,Östergötlands län,58.345364,15.519784,2025-10-13 05:59:08.538816,/aktuellt/handelser/2025/oktober/13/13-oktober-07.56-sammanfattning-natt-ostergotlands-lan/,1,2025-10-13 05:59:08.538848,2025-10-13 11:15:03.456029
ee52f7c7-f387-458e-aea8-6beecc71bc41,608095,polisen,Sammanfattning natt,Här kommer ett urval av nattens händelser i polisområdet.,Jönköpings län,57.370843,14.343917,2025-10-13 05:59:08.541993,/aktuellt/handelser/2025/oktober/13/13-oktober-07.56-sammanfattning-natt-jonkopings-lan/,1,2025-10-13 05:59:08.542027,2025-10-13 11:15:03.460998
229db5f8-166e-454d-a1ce-50678107b980,608093,polisen,Sammanfattning natt,Ett urval av polisens arbete under natten.,Norrbottens län,66.830922,20.399197,2025-10-13 05:44:06.953773,/aktuellt/handelser/2025/oktober/13/13-oktober-07.37-sammanfattning-natt-norrbottens-lan/,1,2025-10-13 05:44:06.953806,2025-10-13 11:15:03.465482
8acb9cc2-af24-4e9f-ab90-f3748882d6e5,606966,polisen,Trafikbrott,Anmälan om trafikbrott.,Söderhamn,61.305576,17.06281,2025-10-12 06:33:23.462158,/aktuellt/handelser/2025/oktober/11/11-oktober-01.41-trafikbrott-soderhamn/,2,2025-10-12 06:33:23.462173,2025-10-13 11:15:04.434181
a8527c12-a9b0-4d06-adf6-6540b3ffea7e,596286,polisen,Inbrott,Inbrott i bostad.,Kristianstad,56.029394,14.156678,2025-10-12 10:45:51.83795,/aktuellt/handelser/2025/augusti/9/09-augusti-23.20-inbrott-kristianstad/,3,2025-10-12 10:45:51.837976,2025-10-12 10:45:51.839576
56bc29a9-1d3c-4f4d-a298-f2326b4d5987,596221,polisen,Inbrott,Inrbrott i företagslokal på söder.,Helsingborg,56.046467,12.694512,2025-10-12 10:45:51.846805,/aktuellt/handelser/2025/augusti/9/09-augusti-03.03-inbrott-helsingborg/,3,2025-10-12 10:45:51.846827,2025-10-12 10:45:51.848194
43ca2f1a-323a-4c74-918a-49bdfed6929a,595648,polisen,Inbrott,Inbrott i lägenhet på Rosengård.,Malmö,55.604981,13.003822,2025-10-12 10:45:51.854087,/aktuellt/handelser/2025/augusti/1/01-augusti-23.47-inbrott-malmo/,3,2025-10-12 10:45:51.854114,2025-10-12 10:45:51.856183
5d462d5c-818a-4b37-830e-d6068e3082c9,594955,polisen,Inbrott,Det var inbrott på en byggarbetsplats Dragelundsvägen i Kalmarsand. Gärningsmannen flydde när larmet gick.,Håbo,59.627071,17.452298,2025-10-12 10:45:51.861975,/aktuellt/handelser/2025/juli/23/23-juli-23.31-inbrott-habo/,3,2025-10-12 10:45:51.861996,2025-10-12 10:45:51.86357
c91bc41e-5926-4b23-951e-1badb332a395,594759,polisen,Inbrott,"Inbrott i butik, Kyrkogatan.",Högsby,57.172604,16.020619,2025-10-12 10:45:51.865265,/aktuellt/handelser/2025/juli/22/22-juli-00.52-inbrott-hogsby/,3,2025-10-12 10:45:51.865284,2025-10-12 10:45:51.866627
9353c006-798c-4b95-801d-06d18bcbb806,594285,polisen,Inbrott,Inbrott i förråd.,Uppsala,59.858564,17.638927,2025-10-12 10:45:51.892803,/aktuellt/handelser/2025/juli/16/16-juli-04.30-inbrott-uppsala/,3,2025-10-12 10:45:51.892835,2025-10-12 10:45:51.894668
c6a65c5b-bdf4-43ed-a15b-54823edf8c8c,592136,polisen,Inbrott,Inbrott mot företag i Bromölla.,Bromölla,56.074362,14.477659,2025-10-12 10:45:51.902094,/aktuellt/handelser/2025/juli/3/03-juli-01.30-inbrott-bromolla/,3,2025-10-12 10:45:51.902123,2025-10-12 10:45:51.904527
3f84ffd4-7bf1-44c7-937e-0eeb8bf16d6a,592010,polisen,Inbrott,Inbrott i bostad,Staffanstorp,55.641065,13.212229,2025-10-12 10:45:51.906424,/aktuellt/handelser/2025/juli/2/02-juli-01.38-inbrott-staffanstorp/,3,2025-10-12 10:45:51.90645,2025-10-12 10:45:51.908208
9f4d1bfe-133f-49f0-a277-c4c584fedd8f,589867,polisen,Inbrott,Inbrott på företag i Svalöv.,Svalöv,55.91293,13.101817,2025-10-12 10:45:51.909812,/aktuellt/handelser/2025/juni/22/22-juni-02.25-inbrott-svalov/,3,2025-10-12 10:45:51.909839,2025-10-12 10:45:51.911523
9f12cb65-58df-4402-bb61-e11a2b912808,587989,polisen,Inbrott,Inbrott i bygghandel,Växjö,56.879004,14.805852,2025-10-12 10:45:51.955099,/aktuellt/handelser/2025/juni/5/05-juni-04.24-inbrott-vaxjo/,3,2025-10-12 10:45:51.955134,2025-10-12 10:45:51.957082
dee2fd81-4136-4f24-9a9d-f5ac06bc7375,587865,polisen,Inbrott,Inbrott i vårdcentral,Kävlinge,55.794,13.110429,2025-10-12 10:45:51.959034,/aktuellt/handelser/2025/juni/4/04-juni-03.32-inbrott-kavlinge/,3,2025-10-12 10:45:51.959065,2025-10-12 10:45:51.960957
2896fb9a-1b21-4d1f-8014-1116034eda06,587863,polisen,Inbrott,Inbrott i skola,Lund,55.70466,13.191007,2025-10-12 10:45:51.962682,/aktuellt/handelser/2025/juni/4/04-juni-00.33-inbrott-lund/,3,2025-10-12 10:45:51.962711,2025-10-12 10:45:51.964636
09359049-535f-4f27-92b3-ae21989bd8eb,586744,polisen,Inbrott,Inbrott i lokal där lådcyklar blivit stulna.,Malmö,55.604981,13.003822,2025-10-12 10:45:51.991698,/aktuellt/handelser/2025/maj/25/25-maj-06.28-inbrott-malmo/,3,2025-10-12 10:45:51.991734,2025-10-12 10:45:51.993813
d1e890de-a40d-4465-bcaa-ed12a043b10a,586552,polisen,Inbrott,Inbrott i bostad,Kävlinge,55.794,13.110429,2025-10-12 10:45:51.996167,/aktuellt/handelser/2025/maj/24/24-maj-01.58-inbrott-kavlinge/,3,2025-10-12 10:45:51.996215,2025-10-12 10:45:51.998332
77fa793a-9587-42bf-94a3-839fa280ba77,585887,polisen,Inbrott,"Under natten var det inbrott i Munksundsskolan, larmet inkom 00:31 till polisen.",Enköping,59.635691,17.077823,2025-10-12 10:45:52.000805,/aktuellt/handelser/2025/maj/19/19-maj-00.31-inbrott-enkoping/,3,2025-10-12 10:45:52.000846,2025-10-12 10:45:52.003586
25fc6340-cf2a-40bf-b12d-e25e3ca06b07,581346,polisen,Inbrott,Inbrott på Arlanda.,Sigtuna,59.619146,17.723419,2025-10-12 10:45:52.058724,/aktuellt/handelser/2025/april/30/30-april-05.06-inbrott-sigtuna/,3,2025-10-12 10:45:52.058755,2025-10-12 10:45:52.060527
d903db66-21cf-4789-8c74-6f3ca9d7f28f,580795,polisen,Inbrott,Inbrott i fotobutik.,Malmö,55.604981,13.003822,2025-10-12 10:45:52.067333,/aktuellt/handelser/2025/april/26/26-april-04.00-inbrott-malmo/,3,2025-10-12 10:45:52.067358,2025-10-12 10:45:52.069335
17dacf56-2829-4b89-a2d2-0ba8ee258e8a,579969,polisen,Inbrott,Inbrott på företag,Eslöv,55.83912,13.303391,2025-10-12 10:45:52.071091,/aktuellt/handelser/2025/april/21/21-april-23.41-inbrott-eslov/,3,2025-10-12 10:45:52.07112,2025-10-12 10:45:52.073075
bab0a3f1-42ff-43b2-9f3e-9ab17f49bcdf,579868,polisen,Inbrott,Ett inbrott inträffar i en byggnad centrala Ronneby.,Ronneby,56.210434,15.276023,2025-10-12 10:45:52.074988,/aktuellt/handelser/2025/april/20/20-april-05.38-inbrott-ronneby/,3,2025-10-12 10:45:52.075019,2025-10-12 10:45:52.076971
62da62b6-b0b6-4ad2-853b-627d0cfdd2cd,608092,polisen,Sammanfattning natt,Ett urval av polisens arbete under natten.,Västerbottens län,65.333731,16.516169,2025-10-13 05:44:06.959288,/aktuellt/handelser/2025/oktober/13/13-oktober-07.37-sammanfattning-natt-vasterbottens-lan/,1,2025-10-13 05:44:06.959326,2025-10-13 11:15:03.474005
292c1dee-dfd3-43d5-acc8-7e2cc652a3ee,608091,polisen,Sammanfattning natt,Ett urval av polisens arbete under natten.,Västernorrlands län,63.427647,17.729244,2025-10-13 05:44:06.962778,/aktuellt/handelser/2025/oktober/13/13-oktober-07.35-sammanfattning-natt-vasternorrlands-lan/,1,2025-10-13 05:44:06.962802,2025-10-13 11:15:03.481285
4bdac88e-7a61-452a-b0c1-5ca51194d573,608090,polisen,Sammanfattning natt,Ett urval av polisens arbete under natten.,Jämtlands län,63.171192,14.95918,2025-10-13 05:44:06.965727,/aktuellt/handelser/2025/oktober/13/13-oktober-07.34-sammanfattning-natt-jamtlands-lan/,1,2025-10-13 05:44:06.965749,2025-10-13 11:15:03.486759
db630075-2a33-4d38-91a2-b29777022ff1,608086,polisen,Sammanfattning natt,Natt till måndag polisområde Värmland,Värmlands län,59.729407,13.235402,2025-10-13 05:34:03.407923,/aktuellt/handelser/2025/oktober/13/13-oktober-07.28-sammanfattning-natt-varmlands-lan/,1,2025-10-13 05:34:03.407954,2025-10-13 11:15:03.493201
c93c120d-c2f3-41ee-9af4-76472bd1f413,608083,polisen,"Misshandel, grov",Man blivit misshandlad av sin granne.,Sölvesborg,56.053743,14.579688,2025-10-13 04:33:56.669254,/aktuellt/handelser/2025/oktober/13/13-oktober-22.14-misshandel-grov-solvesborg/,4,2025-10-13 04:33:56.669286,2025-10-13 11:15:03.547542
456bcbcf-bb50-433a-af6f-8ca2d0c9de09,607072,polisen,Rattfylleri,"Påverkad förare, Lockarp.",Malmö,55.604981,13.003822,2025-10-12 17:51:05,/aktuellt/handelser/2025/oktober/12/12-oktober-17.33-rattfylleri-malmo/,1,2025-10-12 15:57:36.536044,2025-10-13 11:15:03.597117
0e6b87e5-d314-49cc-af0f-813823b914ee,607068,polisen,Övrigt,Efter klockan 15:00 finns ingen presstalesperson i tjänst.,Västra Götalands län,58.252793,13.059643,2025-10-12 15:00:06,/aktuellt/handelser/2025/oktober/12/12-oktober-14.56-ovrigt-vastra-gotalands-lan/,1,2025-10-12 13:02:14.038902,2025-10-13 11:15:03.626719
f2080775-247f-44af-b3dc-f0f589b024e0,607069,polisen,Övrigt,Efter klockan 15:00 finns ingen presstalesperson i tjänst.,Hallands län,56.896681,12.803399,2025-10-12 14:59:58,/aktuellt/handelser/2025/oktober/12/12-oktober-14.59-ovrigt-hallands-lan/,1,2025-10-12 13:02:14.045383,2025-10-13 11:15:03.636835
b4eb4cba-83c3-40a2-8260-78328453678f,607061,polisen,Trafikolycka,Via SOS inkommer larm om en trafikolycka på Östra Torpavägen i Björkekärr.,Göteborg,57.70887,11.97456,2025-10-12 13:25:02,/aktuellt/handelser/2025/oktober/12/12-oktober-13.15-trafikolycka-goteborg/,3,2025-10-12 11:27:04.832733,2025-10-13 11:15:03.640999
bf644813-6b34-4015-b8f8-f94b1052ce16,607064,polisen,Skadegörelse,Skadegörelse på E18.,Arboga,59.393688,15.838175,2025-10-12 13:59:46,/aktuellt/handelser/2025/oktober/12/12-oktober-11.53-skadegorelse-arboga/,2,2025-10-12 12:02:06.9604,2025-10-13 11:15:03.662436
edeb29b2-71d0-4cfc-9073-be82913d5cde,607057,polisen,Räddningsinsats,Polisen följer med räddningstjänsten till en företagslokal i Barkarby.,Järfälla,59.410065,17.836804,2025-10-12 12:37:21,/aktuellt/handelser/2025/oktober/12/12-oktober-12.27-raddningsinsats-jarfalla/,1,2025-10-12 11:04:47.686419,2025-10-13 11:15:03.668093
016e9998-7953-46ef-91e2-1b1739614e4e,607063,polisen,Trafikkontroll,"Västernorrland, ett urval av polisens arbete i trafiken",Västernorrlands län,63.427647,17.729244,2025-10-12 13:51:19,/aktuellt/handelser/2025/oktober/12/12-oktober-13.30-trafikkontroll-vasternorrlands-lan/,1,2025-10-12 11:57:08.826987,2025-10-13 11:15:03.673171
06968161-467f-4fb8-bdea-cbc10aa2b697,607062,polisen,Trafikolycka,Vi larmas om en trafikolycka i Hagarondellen i Varberg.,Varberg,57.107118,12.252091,2025-10-12 13:36:21,/aktuellt/handelser/2025/oktober/12/12-oktober-13.21-trafikolycka-varberg/,3,2025-10-12 11:42:06.738079,2025-10-13 11:15:03.679319
48944a05-5c49-489c-bb3f-7436222afa43,607049,polisen,Rattfylleri,Manlig trafikant misstänks för rattfylleri.,Avesta,60.14533,16.17384,2025-10-12 10:49:26,/aktuellt/handelser/2025/oktober/12/12-oktober-10.47-rattfylleri-avesta/,1,2025-10-12 11:04:47.663218,2025-10-13 11:15:03.685539
ce208ca3-8bb5-4106-bcdd-cd03fb41db03,607056,polisen,Larm Inbrott,Vi får samtal om ett pågående inbrott i en bostad i Hjällbo.,Göteborg,57.70887,11.97456,2025-10-12 12:29:12,/aktuellt/handelser/2025/oktober/12/12-oktober-11.44-larm-inbrott-goteborg/,3,2025-10-12 11:04:47.674684,2025-10-13 11:15:03.701476
60be3ea7-6a72-41f4-80c1-91617b414303,607060,polisen,Våldtäkt,Vittne hör kvinnoskrik från park.,Örebro,59.275263,15.213411,2025-10-12 12:51:37,/aktuellt/handelser/2025/oktober/12/12-oktober-03.22-valdtakt-orebro/,5,2025-10-12 11:04:47.677426,2025-10-13 11:15:03.707144
ff1f3a54-0eef-4aa8-b699-8d9edf8c0adc,607059,polisen,Trafikbrott,Bilist fick ordningsbot.,Västerås,59.609901,16.544809,2025-10-12 12:51:27,/aktuellt/handelser/2025/oktober/12/12-oktober-10.27-trafikbrott-vasteras/,1,2025-10-12 11:04:47.68085,2025-10-13 11:15:03.713249
631bfd1e-df30-451f-9f8d-aaaf39b763db,607058,polisen,Trafikbrott,Fyrhjulingsförare stannade inte på polismans tecken.,Hudiksvall,61.727391,17.107401,2025-10-12 12:47:52,/aktuellt/handelser/2025/oktober/11/11-oktober-23.12-trafikbrott-hudiksvall/,1,2025-10-12 11:04:47.683792,2025-10-13 11:15:03.724924
42f7ca31-e490-4f70-a6fc-3fafbfd202ea,605246,polisen,Sammanfattning natt,Ett urval av nattens polisverksamhet klockan 00:00-07:00:,Västernorrlands län,63.427647,17.729244,2025-10-12 06:33:28.109163,/aktuellt/handelser/2025/oktober/4/04-oktober-07.14-sammanfattning-natt-vasternorrlands-lan/,2,2025-10-12 06:33:28.109172,2025-10-12 09:24:33.401535
48876ac6-0f1a-47ff-8b41-f85667f03add,607050,polisen,Brand,Brand i flerfamiljshus.,Gislaved,57.2985,13.54326,2025-10-12 11:18:32,/aktuellt/handelser/2025/oktober/12/12-oktober-11.08-brand-gislaved/,1,2025-10-12 11:04:47.690853,2025-10-13 11:15:03.733772
1ff40cb5-60d3-44d3-9b08-a9f1949397f0,607055,polisen,Trafikolycka,Trafikolycka på Lv 633.,Hallsberg,59.066532,15.10229,2025-10-12 12:10:39,/aktuellt/handelser/2025/oktober/12/12-oktober-05.53-trafikolycka-hallsberg/,3,2025-10-12 11:04:47.693596,2025-10-13 11:15:03.751476
cd4560bd-14f1-4522-941d-d8d9afdf3e47,607054,polisen,Trafikkontroll,Trafikkontroll genomfördes.,Östhammar,60.259302,18.365341,2025-10-12 11:54:58,/aktuellt/handelser/2025/oktober/12/12-oktober-10.39-trafikkontroll-osthammar/,1,2025-10-12 11:04:47.696207,2025-10-13 11:15:03.757397
70a582c0-a84e-4dd1-b9ef-264b3a2039f0,607053,polisen,Trafikkontroll,"E45 Österåsen, resultat efter trafikkontroll",Östersund,63.176683,14.636068,2025-10-12 11:35:02,/aktuellt/handelser/2025/oktober/12/12-oktober-11.06-trafikkontroll-ostersund/,1,2025-10-12 11:04:47.698736,2025-10-13 11:15:03.762947
98539740-7f88-49a4-ac6c-742f6b25bdc4,607052,polisen,Bråk,Polisen är på plats hos en kvinna som bor i Vasastaden. En manlig bekant vägrar lämna kvinnans bostad.,Stockholm,59.329324,18.068581,2025-10-12 11:33:40,/aktuellt/handelser/2025/oktober/12/12-oktober-11.00-brak-stockholm/,1,2025-10-12 11:04:47.7021,2025-10-13 11:15:03.768571
b05c5bda-47e5-4ecd-8aba-afd505a11734,607051,polisen,Trafikkontroll,"Västerbotten, resultat efter trafikkontroller i Dorotea och Umeå",Västerbottens län,65.333731,16.516169,2025-10-12 11:29:11,/aktuellt/handelser/2025/oktober/12/12-oktober-11.19-trafikkontroll-vasterbottens-lan/,1,2025-10-12 11:04:47.708385,2025-10-13 11:15:03.794452
38d597cf-987d-4490-a91f-ca95d0097873,607047,polisen,Bedrägeri,"Västerbotten, äldre personer utsatta för bedrägeri och bedrägeriförsök",Västerbottens län,65.333731,16.516169,2025-10-12 10:11:56,/aktuellt/handelser/2025/oktober/12/12-oktober-10.06-bedrageri-vasterbottens-lan/,1,2025-10-12 11:04:47.711237,2025-10-13 11:15:03.801555
bad9addc-ad47-4a0b-b917-cecf3e2f55e9,607045,polisen,Trafikbrott,Bilist fick tillsägelse.,Västerås,59.609901,16.544809,2025-10-12 07:08:34.778516,/aktuellt/handelser/2025/oktober/12/12-oktober-05.28-trafikbrott-vasteras/,1,2025-10-12 07:08:34.778545,2025-10-13 11:15:03.813766
4fd888be-6559-4e6d-93a4-95032c4c5a06,607044,polisen,Våld/hot mot tjänsteman,Man misstänkt för hot mot tjänsteman.,Västerås,59.609901,16.544809,2025-10-12 07:08:34.782706,/aktuellt/handelser/2025/oktober/12/12-oktober-00.45-valdhot-mot-tjansteman-vasteras/,1,2025-10-12 07:08:34.782728,2025-10-13 11:15:03.821626
e43824d9-9c93-4d7b-9c88-7fcc7d88bddd,607043,polisen,Övrigt,Böter för hög musik.,Västerås,59.609901,16.544809,2025-10-12 06:53:32.815603,/aktuellt/handelser/2025/oktober/11/11-oktober-22.09-ovrigt-vasteras/,1,2025-10-12 06:53:32.815627,2025-10-13 11:15:03.827749
8237fbe9-38ab-4255-af5e-8a2a8b67a5ad,607040,polisen,Övrigt,Den man som anmälts försvunnen i samband med svampplockning i Dals-Ed är återfunnen.,Dals-ed,58.974388,11.865175,2025-10-12 06:53:32.825224,/aktuellt/handelser/2025/oktober/12/12-oktober-08.37-ovrigt-dals-ed/,1,2025-10-12 06:53:32.825243,2025-10-13 11:15:03.85352
4b3b4089-f870-415f-b82e-b63e07333010,607039,polisen,Brand,Brand i källare.,Sala,59.920859,16.606328,2025-10-12 06:38:30.836599,/aktuellt/handelser/2025/oktober/11/11-oktober-17.59-brand-sala/,1,2025-10-12 06:38:30.836625,2025-10-13 11:15:03.860236
6a235796-0b8b-477a-96a7-430f8fa32aff,607005,polisen,Mord/dråp,"Skadad man till sjukhus, Ribersborg.",Malmö,55.604981,13.003822,2025-10-11 16:14:57,/aktuellt/handelser/2025/oktober/11/11-oktober-15.53-morddrap-malmo/,5,2025-10-12 11:04:47.770341,2025-10-13 11:15:03.989622
